Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type,Hashtags
js_bot_code,b'JAVASCRIPT - BOT',8/16/2019 21:09,b'RT @gp_pulipaka: A 35 Page Preview of Math for #MachineLearning: Open Doors to #DataScience and #AI. #BigData #Analytics #IoT #IIoT #Python\xe2\x80\xa6',b'',55,b'RUBY-test-code', MachineLearning DataScience AI BigData Analytics IoT IIoT Python
js_bot_code,b'JAVASCRIPT - BOT',8/16/2019 21:09,b'RT @gp_pulipaka: Probability Cheatsheet. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorF\xe2\x80\xa6',b'',44,b'RUBY-test-code', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats
Ashot_,b'Ashot Nalbandyan',8/16/2019 21:09,"b""RT @gp_pulipaka: A Programmer's Introduction to #Mathematics. #BigData #Analytics #MachineLearning #DataScience #AI #IoT #IIoT #PyTorch #Py\xe2\x80\xa6""","b'Jax,FL'",40,b'Media_Post_V_3', Mathematics BigData Analytics MachineLearning DataScience AI IoT IIoT PyTorch
jjmareca,b'Xavier Mareca',8/16/2019 21:09,b'RT @gp_pulipaka: Machine Learning Calculus Cheat Sheet. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #\xe2\x80\xa6',"b'Geneva, CH \xf0\x9f\x87\xa8\xf0\x9f\x87\xad and \xf0\x9f\x8c\x8d'",27,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python
jjmareca,b'Xavier Mareca',8/16/2019 21:09,b'RT @gp_pulipaka: Probability Cheatsheet. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorF\xe2\x80\xa6',"b'Geneva, CH \xf0\x9f\x87\xa8\xf0\x9f\x87\xad and \xf0\x9f\x8c\x8d'",44,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats
jjmareca,b'Xavier Mareca',8/16/2019 21:09,"b""RT @gp_pulipaka: A Programmer's Introduction to #Mathematics. #BigData #Analytics #MachineLearning #DataScience #AI #IoT #IIoT #PyTorch #Py\xe2\x80\xa6""","b'Geneva, CH \xf0\x9f\x87\xa8\xf0\x9f\x87\xad and \xf0\x9f\x8c\x8d'",40,b'Twitter for Android', Mathematics BigData Analytics MachineLearning DataScience AI IoT IIoT PyTorch
jjmareca,b'Xavier Mareca',8/16/2019 21:08,b'RT @gp_pulipaka: A 35 Page Preview of Math for #MachineLearning: Open Doors to #DataScience and #AI. #BigData #Analytics #IoT #IIoT #Python\xe2\x80\xa6',"b'Geneva, CH \xf0\x9f\x87\xa8\xf0\x9f\x87\xad and \xf0\x9f\x8c\x8d'",55,b'Twitter for Android', MachineLearning DataScience AI BigData Analytics IoT IIoT Python
jjmareca,b'Xavier Mareca',8/16/2019 21:07,b'RT @gp_pulipaka: Math for Data Science. #BigData #Analytics #DataScience #AI #MachineLearning #Keras #IoT #IIoT #PyTorch #Python #RStats #T\xe2\x80\xa6',"b'Geneva, CH \xf0\x9f\x87\xa8\xf0\x9f\x87\xad and \xf0\x9f\x8c\x8d'",52,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning Keras IoT IIoT PyTorch Python RStats
ranrib,b'Ran Ribenzaft',8/16/2019 20:55,b'RT @gp_pulipaka: Math for Data Science. #BigData #Analytics #DataScience #AI #MachineLearning #Keras #IoT #IIoT #PyTorch #Python #RStats #T\xe2\x80\xa6',"b'Tel Aviv, Israel'",52,b'retweet-fav-bot', BigData Analytics DataScience AI MachineLearning Keras IoT IIoT PyTorch Python RStats
RickHunter7,b'Beto',8/16/2019 20:44,b'RT @gp_pulipaka: Math for Data Science. #BigData #Analytics #DataScience #AI #MachineLearning #Keras #IoT #IIoT #PyTorch #Python #RStats #T\xe2\x80\xa6',b'M\xc3\xa9xico',52,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning Keras IoT IIoT PyTorch Python RStats
NoSQLDigest,b'NoSQL',8/16/2019 20:19,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, how do machines learn\xe2\x9d\x93\n\xe2\x9e\x9cSee https://\xe2\x80\xa6'",b'',13,b'NoSQLDigest', MachineLearning Algorithms
lelomagiba9,b'lelo magiba',8/16/2019 20:19,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, how do machines learn\xe2\x9d\x93\n\xe2\x9e\x9cSee https://\xe2\x80\xa6'",b'',13,b'Twitter for iPhone', MachineLearning Algorithms
Max_Lyashko,b'Maxim Lyashko',8/16/2019 20:15,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, how do machines learn\xe2\x9d\x93\n\xe2\x9e\x9cSee https://\xe2\x80\xa6'",b'',13,b'Maxim Lyashko', MachineLearning Algorithms
chidambara09,b'Chidambara .ML.',8/16/2019 20:12,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, how do machines learn\xe2\x9d\x93\n\xe2\x9e\x9cSee https://\xe2\x80\xa6'",b'Mysore  and  BERLIN ',13,b'Twitter Web App', MachineLearning Algorithms
EssamQabel,b'Essam Qabel',8/16/2019 20:06,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, how do machines learn\xe2\x9d\x93\n\xe2\x9e\x9cSee https://\xe2\x80\xa6'","b'Alexandria, Egypt'",13,b'Twitter for Android', MachineLearning Algorithms
TheCuriousLuke,b'Curious Luke',8/16/2019 19:54,"b'RT @THEAdamGabriel: HT KirkDBorne :\n\n#MachineLearning refers to Mathematical #Algorithms that learn from experience.\n\xe2\x9d\x93But, how do machines\xe2\x80\xa6'",b'Switzerland',1,b'RTML', MachineLearning Algorithms
THEAdamGabriel,"b'Adam Gabriel, #TOP\xf0\x9f\x94\x9d #Influencer\xf0\x9f\x93\xa1'",8/16/2019 19:53,"b'HT KirkDBorne :\n\n#MachineLearning refers to Mathematical #Algorithms that learn from experience.\n\xe2\x9d\x93But, how do machines learn\xe2\x9d\x93\n\xe2\x9e\x9cSee https://t.co/1vc5OWSErW by BoozAllen\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94#BigData #DataScience #AI #ReinforcementLearning #DataLiteracy #Mathematics https://t.co/shRclMm45h\xe2\x80\xa6'","b'Financial District, Manhattan'",1,b'IFTTT', MachineLearning Algorithms BigData DataScience AI ReinforcementLearning DataLiteracy Mathematics
Comatose_D,b'comatosed',8/16/2019 19:52,b'RT @gp_pulipaka: A 35 Page Preview of Math for #MachineLearning: Open Doors to #DataScience and #AI. #BigData #Analytics #IoT #IIoT #Python\xe2\x80\xa6',b'Game Grid',55,b'ComaBot', MachineLearning DataScience AI BigData Analytics IoT IIoT Python
galtak786,b'Savannah',8/16/2019 19:51,b'RT @gp_pulipaka: A 35 Page Preview of Math for #MachineLearning: Open Doors to #DataScience and #AI. #BigData #Analytics #IoT #IIoT #Python\xe2\x80\xa6',b'South Africa',55,b'Twitter for Android', MachineLearning DataScience AI BigData Analytics IoT IIoT Python
DataEmperor,b'David Pabst',8/16/2019 19:46,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, how do machines learn\xe2\x9d\x93\n\xe2\x9e\x9cSee https://\xe2\x80\xa6'","b'Massachusetts, USA'",13,b'Twitter Web App', MachineLearning Algorithms
eduardoriverosq,b'Eduardo Riveros Quiroz',8/16/2019 19:45,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, how do machines learn\xe2\x9d\x93\n\xe2\x9e\x9cSee https://\xe2\x80\xa6'",b'Santiago / Chile',13,b'Twitter Web App', MachineLearning Algorithms
thomashilbig2,b'Thomas Hilbig 2.0',8/16/2019 18:32,b'RT @gp_pulipaka: A 35 Page Preview of Math for #MachineLearning: Open Doors to #DataScience and #AI. #BigData #Analytics #IoT #IIoT #Python\xe2\x80\xa6',b'',55,b'TheBigDataBot', MachineLearning DataScience AI BigData Analytics IoT IIoT Python
BiGarkuwa,b'Bello Garkuwa',8/16/2019 18:18,b'RT @gp_pulipaka: A 35 Page Preview of Math for #MachineLearning: Open Doors to #DataScience and #AI. #BigData #Analytics #IoT #IIoT #Python\xe2\x80\xa6',"b'Aberdeen, Scotland\xf0\x9f\x87\xac\xf0\x9f\x87\xa7'",55,b'Twitter for Android', MachineLearning DataScience AI BigData Analytics IoT IIoT Python
CcPrakay,b'Prakay Cc',8/16/2019 18:12,b'RT @KirkDBorne: Intuitively Understanding Convolutions for #DeepLearning \xe2\x80\x94 explore the strong visual hierarchies that makes them work: http\xe2\x80\xa6',"b'\xe0\xb8\x81\xe0\xb8\xa3\xe0\xb8\xb8\xe0\xb8\x87\xe0\xb9\x80\xe0\xb8\x97\xe0\xb8\x9e\xe0\xb8\xa1\xe0\xb8\xab\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x84\xe0\xb8\xa3, \xe0\xb8\x9b\xe0\xb8\xa3\xe0\xb8\xb0\xe0\xb9\x80\xe0\xb8\x97\xe0\xb8\xa8\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2'",23,b'Twitter for iPhone', DeepLearning
GauravS42476276,b'Gaurav Shrivastava',8/16/2019 18:00,b'RT @KirkDBorne: \xe2\xad\x90\xef\xb8\x8f\xf0\x9f\x91\x8d\xf0\x9f\x8f\x86This Google Tutorial (100+ slides total) on #MachineLearning is the best: https://t.co/hsn9U4Yh9X by @jason_mayes\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\xa6',b'',170,b'Twitter Web App', MachineLearning
chiraphol901,b'Chiraphol N. Chiyachantana',8/16/2019 17:54,b'RT @KirkDBorne: \xe2\xad\x90\xef\xb8\x8f\xf0\x9f\x91\x8d\xf0\x9f\x8f\x86This Google Tutorial (100+ slides total) on #MachineLearning is the best: https://t.co/hsn9U4Yh9X by @jason_mayes\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\xa6',b'Singapore',170,b'Twitter for iPhone', MachineLearning
hussainatwadi,b'\xd8\xad\xd8\xb3\xd9\x8a\xd9\x86',8/16/2019 17:53,b'RT @gp_pulipaka: Probability Cheatsheet. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorF\xe2\x80\xa6',b'',44,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats
rzembo,b'Robert Zembowicz',8/16/2019 17:28,b'RT @KirkDBorne: Intuitively Understanding Convolutions for #DeepLearning \xe2\x80\x94 explore the strong visual hierarchies that makes them work: http\xe2\x80\xa6',"b'Charlotte, NC, USA'",23,b'Buffer', DeepLearning
markant8,b'Marco  Meza',8/16/2019 17:19,b'RT @gp_pulipaka: Math for Data Science. #BigData #Analytics #DataScience #AI #MachineLearning #Keras #IoT #IIoT #PyTorch #Python #RStats #T\xe2\x80\xa6',b'Mexico',52,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning Keras IoT IIoT PyTorch Python RStats
ArkangelScrap,b'ArkangelScrap',8/16/2019 17:08,b'RT @gp_pulipaka: A 35 Page Preview of Math for #MachineLearning: Open Doors to #DataScience and #AI. #BigData #Analytics #IoT #IIoT #Python\xe2\x80\xa6',b'France',55,b'Twitter Web App', MachineLearning DataScience AI BigData Analytics IoT IIoT Python
ArkangelScrap,b'ArkangelScrap',8/16/2019 17:08,b'RT @gp_pulipaka: Statistics Cheat Sheet. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorF\xe2\x80\xa6',b'France',24,b'Twitter Web App', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats
ArkangelScrap,b'ArkangelScrap',8/16/2019 17:08,b'RT @gp_pulipaka: Probability Cheatsheet. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorF\xe2\x80\xa6',b'France',44,b'Twitter Web App', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats
ArkangelScrap,b'ArkangelScrap',8/16/2019 17:08,b'RT @gp_pulipaka: Statistics and Probability. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #Ten\xe2\x80\xa6',b'France',14,b'Twitter Web App', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats
ArkangelScrap,b'ArkangelScrap',8/16/2019 17:08,b'RT @gp_pulipaka: Basics of Algebra. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #\xe2\x80\xa6',b'France',33,b'Twitter Web App', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats TensorFlow
ArkangelScrap,b'ArkangelScrap',8/16/2019 17:08,b'RT @gp_pulipaka: Machine Learning Calculus Cheat Sheet. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #\xe2\x80\xa6',b'France',27,b'Twitter Web App', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python
ArkangelScrap,b'ArkangelScrap',8/16/2019 17:07,b'RT @gp_pulipaka: 10 Examples of Linear Algebra in Machine Learning. #BigData #Analytics #MachineLearning #DataScience #AI #IoT #IIoT #PyTor\xe2\x80\xa6',b'France',14,b'Twitter Web App', BigData Analytics MachineLearning DataScience AI IoT IIoT
ArkangelScrap,b'ArkangelScrap',8/16/2019 17:07,b'RT @gp_pulipaka: Math for Data Science. #BigData #Analytics #DataScience #AI #MachineLearning #Keras #IoT #IIoT #PyTorch #Python #RStats #T\xe2\x80\xa6',b'France',52,b'Twitter Web App', BigData Analytics DataScience AI MachineLearning Keras IoT IIoT PyTorch Python RStats
js_bot_code,b'JAVASCRIPT - BOT',8/16/2019 17:06,b'RT @gp_pulipaka: Statistics Cheat Sheet. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorF\xe2\x80\xa6',b'',24,b'RUBY-test-code', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats
viviane41861305,b'viviane ribeiro arti',8/16/2019 17:02,b'RT @gp_pulipaka: Statistics Cheat Sheet. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorF\xe2\x80\xa6',b'S\xc3\x83O PAULO',24,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats
advisort,b'Advisor Tecnologia',8/16/2019 16:36,b'RT @gp_pulipaka: Basics of Algebra. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #\xe2\x80\xa6',"b'S\xc3\xa3o Paulo, Brazil'",33,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats TensorFlow
advisort,b'Advisor Tecnologia',8/16/2019 16:36,b'RT @gp_pulipaka: Probability Cheatsheet. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorF\xe2\x80\xa6',"b'S\xc3\xa3o Paulo, Brazil'",44,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats
Fabriziobustama,b'Fabrizio Bustamante',8/16/2019 16:12,b'RT @Fabriziobustama: Deep Learning for information extraction: Improve your extraction results.\n\nBy @itemisusability\nhttps://t.co/sAesDEnKb\xe2\x80\xa6',b'',3,b'Twitter for Android',nan
Sparya,b'S.P. Arya',8/16/2019 16:00,b'RT @gp_pulipaka: Math for Data Science. #BigData #Analytics #DataScience #AI #MachineLearning #Keras #IoT #IIoT #PyTorch #Python #RStats #T\xe2\x80\xa6',"b'Indira Puram, Ghaziabad'",52,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning Keras IoT IIoT PyTorch Python RStats
deme_muo,b'Deme Santamaria Mu\xc3\xb1o',8/16/2019 15:55,"b""RT @gp_pulipaka: A Programmer's Introduction to #Mathematics. #BigData #Analytics #MachineLearning #DataScience #AI #IoT #IIoT #PyTorch #Py\xe2\x80\xa6""","b'Madrid, Espa\xc3\xb1a'",40,b'Twitter for iPhone', Mathematics BigData Analytics MachineLearning DataScience AI IoT IIoT PyTorch
Rpg_AI,b'Raja prasanth',8/16/2019 15:27,b'RT @gp_pulipaka: A 35 Page Preview of Math for #MachineLearning: Open Doors to #DataScience and #AI. #BigData #Analytics #IoT #IIoT #Python\xe2\x80\xa6',"b'Talupula, Anantapur, India'",55,b'Twitter for Android', MachineLearning DataScience AI BigData Analytics IoT IIoT Python
js_bot_code,b'JAVASCRIPT - BOT',8/16/2019 15:26,b'RT @gp_pulipaka: Math for Data Science. #BigData #Analytics #DataScience #AI #MachineLearning #Keras #IoT #IIoT #PyTorch #Python #RStats #T\xe2\x80\xa6',b'',52,b'RUBY-test-code', BigData Analytics DataScience AI MachineLearning Keras IoT IIoT PyTorch Python RStats
leomontm,b'Leonardo Montes',8/16/2019 15:20,b'RT @gp_pulipaka: Math for Data Science. #BigData #Analytics #DataScience #AI #MachineLearning #Keras #IoT #IIoT #PyTorch #Python #RStats #T\xe2\x80\xa6',b'',52,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning Keras IoT IIoT PyTorch Python RStats
polidata_ai,b'polidata.ai',8/16/2019 15:05,b'RT @KirkDBorne: Intuitively Understanding Convolutions for #DeepLearning \xe2\x80\x94 explore the strong visual hierarchies that makes them work: http\xe2\x80\xa6',"b'Johannesburg, South Africa'",23,b'Twitter for iPad', DeepLearning
rzembo,b'Robert Zembowicz',8/16/2019 14:43,"b'RT @KirkDBorne: [New FREE 300-page Book] =&gt; #Statistics \xe2\x80\x94 New Foundations, Toolbox, and #MachineLearning Recipes: https://t.co/J0kAC7AWJ1\xe2\x80\xa6'","b'Charlotte, NC, USA'",13,b'Buffer', Statistics MachineLearning
MonaLisl4,b'Mona Lisa',8/16/2019 14:22,b'RT @gp_pulipaka: A 35 Page Preview of Math for #MachineLearning: Open Doors to #DataScience and #AI. #BigData #Analytics #IoT #IIoT #Python\xe2\x80\xa6',b'',55,b'Twitter Web App', MachineLearning DataScience AI BigData Analytics IoT IIoT Python
kkminocha,b'k k minocha',8/16/2019 14:22,b'RT @KirkDBorne: [Free 479-page eBook from Microsoft]\nThe #Mathematics and #Statistics Foundations of #DataScience: https://t.co/7lYeig5OhE\xe2\x80\xa6',b'',134,b'Twitter for Android', Mathematics Statistics DataScience
mmoliveras,b'mmoliveras',8/16/2019 14:20,b'RT @gp_pulipaka: Math for Data Science. #BigData #Analytics #DataScience #AI #MachineLearning #Keras #IoT #IIoT #PyTorch #Python #RStats #T\xe2\x80\xa6',b'@uoc.edu',52,b'Twitter for iPhone', BigData Analytics DataScience AI MachineLearning Keras IoT IIoT PyTorch Python RStats
YogeshBang,b'Yogesh Bang',8/16/2019 14:20,b'RT @gp_pulipaka: Math for Data Science. #BigData #Analytics #DataScience #AI #MachineLearning #Keras #IoT #IIoT #PyTorch #Python #RStats #T\xe2\x80\xa6',b'Pune',52,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning Keras IoT IIoT PyTorch Python RStats
kkminocha,b'k k minocha',8/16/2019 14:19,b'RT @KirkDBorne: \xe2\xad\x90\xef\xb8\x8f\xf0\x9f\x91\x8d\xf0\x9f\x8f\x86This Google Tutorial (100+ slides total) on #MachineLearning is the best: https://t.co/hsn9U4Yh9X by @jason_mayes\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\xa6',b'',170,b'Twitter for Android', MachineLearning
galtak786,b'Savannah',8/16/2019 14:16,b'RT @gp_pulipaka: Math for Data Science. #BigData #Analytics #DataScience #AI #MachineLearning #Keras #IoT #IIoT #PyTorch #Python #RStats #T\xe2\x80\xa6',b'South Africa',52,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning Keras IoT IIoT PyTorch Python RStats
TACHOUHONER,b'VEGETA Computer Scientist',8/16/2019 13:42,b'RT @KirkDBorne: Intuitively Understanding Convolutions for #DeepLearning \xe2\x80\x94 explore the strong visual hierarchies that makes them work: http\xe2\x80\xa6',b'VEGETA PLANET',23,b'Twitter for Android', DeepLearning
TACHOUHONER,b'VEGETA Computer Scientist',8/16/2019 13:32,b'RT @gp_pulipaka: A 35 Page Preview of Math for #MachineLearning: Open Doors to #DataScience and #AI. #BigData #Analytics #IoT #IIoT #Python\xe2\x80\xa6',b'VEGETA PLANET',55,b'Twitter for Android', MachineLearning DataScience AI BigData Analytics IoT IIoT Python
usmanahmed189,b'Usman Ahmed',8/16/2019 13:13,b'RT @gp_pulipaka: Math for Data Science. #BigData #Analytics #DataScience #AI #MachineLearning #Keras #IoT #IIoT #PyTorch #Python #RStats #T\xe2\x80\xa6',b'Islamabad Pakistan',52,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning Keras IoT IIoT PyTorch Python RStats
JuanMSolana,b'Juan Manuel Solana M',8/16/2019 13:13,"b""RT @gp_pulipaka: A Programmer's Introduction to #Mathematics. #BigData #Analytics #MachineLearning #DataScience #AI #IoT #IIoT #PyTorch #Py\xe2\x80\xa6""",b'',40,b'Twitter for iPhone', Mathematics BigData Analytics MachineLearning DataScience AI IoT IIoT PyTorch
js_bot_code,b'JAVASCRIPT - BOT',8/16/2019 13:12,b'RT @gp_pulipaka: Basics of Algebra. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #\xe2\x80\xa6',b'',33,b'RUBY-test-code', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats TensorFlow
JuanMSolana,b'Juan Manuel Solana M',8/16/2019 13:12,b'RT @gp_pulipaka: A 35 Page Preview of Math for #MachineLearning: Open Doors to #DataScience and #AI. #BigData #Analytics #IoT #IIoT #Python\xe2\x80\xa6',b'',55,b'Twitter for iPhone', MachineLearning DataScience AI BigData Analytics IoT IIoT Python
MuyindaRogers4,b'Muyinda Rogers',8/16/2019 13:11,b'RT @gp_pulipaka: Basics of Algebra. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #\xe2\x80\xa6',b'',33,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats TensorFlow
sectest9,b'Security Testing',8/16/2019 12:56,"b""RT @gp_pulipaka: A Programmer's Introduction to #Mathematics. #BigData #Analytics #MachineLearning #DataScience #AI #IoT #IIoT #PyTorch #Py\xe2\x80\xa6""","b'Hyderabad, India'",40,b'auto is the only way it can be ', Mathematics BigData Analytics MachineLearning DataScience AI IoT IIoT PyTorch
js_bot_code,b'JAVASCRIPT - BOT',8/16/2019 12:55,"b""RT @gp_pulipaka: A Programmer's Introduction to #Mathematics. #BigData #Analytics #MachineLearning #DataScience #AI #IoT #IIoT #PyTorch #Py\xe2\x80\xa6""",b'',40,b'RUBY-test-code', Mathematics BigData Analytics MachineLearning DataScience AI IoT IIoT PyTorch
TheCuriousLuke,b'Curious Luke',8/16/2019 12:51,"b""RT @gp_pulipaka: A Programmer's Introduction to #Mathematics. #BigData #Analytics #MachineLearning #DataScience #AI #IoT #IIoT #PyTorch #Py\xe2\x80\xa6""",b'Switzerland',40,b'RTML', Mathematics BigData Analytics MachineLearning DataScience AI IoT IIoT PyTorch
magistralviera,b'magistral viera',8/16/2019 12:50,"b""RT @gp_pulipaka: A Programmer's Introduction to #Mathematics. #BigData #Analytics #MachineLearning #DataScience #AI #IoT #IIoT #PyTorch #Py\xe2\x80\xa6""",b'puerto vallarta',40,b'Twitter Web App', Mathematics BigData Analytics MachineLearning DataScience AI IoT IIoT PyTorch
js_bot_code,b'JAVASCRIPT - BOT',8/16/2019 12:49,b'RT @gp_pulipaka: A 35 Page Preview of Math for #MachineLearning: Open Doors to #DataScience and #AI. #BigData #Analytics #IoT #IIoT #Python\xe2\x80\xa6',b'',55,b'RUBY-test-code', MachineLearning DataScience AI BigData Analytics IoT IIoT Python
ReddysSeshu,b'Seshu',8/16/2019 12:43,b'RT @gp_pulipaka: A 35 Page Preview of Math for #MachineLearning: Open Doors to #DataScience and #AI. #BigData #Analytics #IoT #IIoT #Python\xe2\x80\xa6',b'',55,b'Twitter for Android', MachineLearning DataScience AI BigData Analytics IoT IIoT Python
js_bot_code,b'JAVASCRIPT - BOT',8/16/2019 12:37,b'RT @gp_pulipaka: Probability Cheatsheet. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorF\xe2\x80\xa6',b'',44,b'RUBY-test-code', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats
mustafaelec,b'Mustafa Taha',8/16/2019 12:37,b'RT @gp_pulipaka: Math for Data Science. #BigData #Analytics #DataScience #AI #MachineLearning #Keras #IoT #IIoT #PyTorch #Python #RStats #T\xe2\x80\xa6',b'Abuja & Tokyo',52,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning Keras IoT IIoT PyTorch Python RStats
ecarrilloq,b'Eduardo Carrillo',8/16/2019 12:33,b'RT @gp_pulipaka: Probability Cheatsheet. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorF\xe2\x80\xa6',"b'Bogot\xc3\xa1, D.C., Colombia'",44,b'Twitter for Android', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats
thomashilbig2,b'Thomas Hilbig 2.0',8/16/2019 12:32,b'RT @gp_pulipaka: Probability Cheatsheet. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorF\xe2\x80\xa6',b'',44,b'TheBigDataBot', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats
auwalup,b'Auwal Abdullahi',8/16/2019 12:32,b'RT @gp_pulipaka: Probability Cheatsheet. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorF\xe2\x80\xa6',b'Nigeria',44,b'Twitter Web App', BigData Analytics DataScience AI MachineLearning IoT IIoT PyTorch Python RStats
auwalup,b'Auwal Abdullahi',8/16/2019 12:25,b'RT @gp_pulipaka: A 35 Page Preview of Math for #MachineLearning: Open Doors to #DataScience and #AI. #BigData #Analytics #IoT #IIoT #Python\xe2\x80\xa6',b'Nigeria',55,b'Twitter Web App', MachineLearning DataScience AI BigData Analytics IoT IIoT Python
js_bot_code,b'JAVASCRIPT - BOT',8/16/2019 12:14,"b""RT @machine_ml: RT @jogoinchato: RT @gp_pulipaka: A Programmer's Introduction to #Mathematics. #BigData #Analytics #MachineLearning #DataSc\xe2\x80\xa6""",b'',3,b'RUBY-test-code', Mathematics BigData Analytics MachineLearning
