User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Polarity,Subjectivity
Rohit Rohra,7/22/2019 17:47,proud historic moment for our nation and one of the most awaited mission to the moon chandrayaan2 launches. indiamoonmission gslvmkiii isromissions chandrayaan2themoon sriharikota moonmission2 jaihind 🇮🇳,nan,1,0.43333333333333335,0.5
RahulNotGandhi,7/22/2019 17:47,chandrayaan2 aka baahubali will be the first spacecraft to land close to the moon’s south pole in about 50 days starting from today.can’t wait to see that proud moment for india.this is india's first space mission to be led by women scientists. chandrayaan2 #isro isromissions ,nan,0,0.325,0.44166666666666665
Madhukar Tiwari,7/22/2019 17:46," after the success of chandrayaan2 , congress be like ","Mumbai, India",0,0.3,0.0
P.D.C.,7/22/2019 17:46,some countries have moon on their flags 🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷 while some countries having their flags on moon 🇺🇸 🇷🇺 🇮🇳 🇨🇳 chandrayaan2,nan,0,0.0,0.0
दिव्य🇮🇳,7/22/2019 17:46,there is a moon in some countries' flags 🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷 the flags of some countries are on the moon 🇺🇸 🇷🇺 🇮🇳 🇨🇳 chandrayaan2,India,0,0.0,0.0
Chaitanya Chinchlikar,7/22/2019 17:46,the lift-off of gslvmkiiim1 carrying chandrayaan2. what a day!!! take a bow 👏🏻!!! ,"Mumbai, Maharashtra",0,0.0,0.0
Nikhil Thakur 🇮🇳,7/22/2019 17:46,chandrayaan2 i congratulate team all the scientists who worked hard for chandrayaan 2 we proud of you 🤗 ,"Trigart State, भारत",1,0.25416666666666665,0.7708333333333333
NIKUNJ,7/22/2019 17:46, congrats isro for make india proud🇮🇳🙏😍 chandrayaan2 isro,nan,0,0.0,0.0
Sudipta Banerjee,7/22/2019 17:46,congratulations team on achieving yet another milestone with the launch of chandrayaan2! jai hind 🇮🇳! ,Kolkata,0,0.0,0.0
Prathamesh Avachare,7/22/2019 17:46," true that, isroteam has proved their mettle to the world yet again. feeling proud to be an indian! ☺️ chandrayaan2 parizaada","Mumbai, India",0,0.675,0.825
Canadian Bharat,7/22/2019 17:46,what chandrayaan2 achieved today for india is nullified by 'jhandgyaan' of modi jee over kashmir dispute resolution. jai shri ram,nan,2,0.0,0.0
Adv Rakesh Bagra,7/22/2019 17:46,chandrayaan2 thank u isro to make us proud again. moonmission2,"Jaipur, India",0,0.8,1.0
Gaba Baba,7/22/2019 17:46,"isro, what is this yaar ? you should have called us. we do pro bono consulting too. . . . chandrayaan2 isro ",India,0,0.0,0.0
WION,7/22/2019 17:46,gravitas | it's a major feat from india. india joins an elite list of space superpowers with the launch of chandrayaan2. thousands of people gather in sriharikota to watch the launch. summarises the milestone achievement ,South Asia,2,0.0625,0.5
⍟Sky Ⓐ Lord⎊,7/22/2019 17:46,congratulations🎊💐 india and team on successfully launching mission jai hind 🇮🇳 chandrayaan2 proudindian proudmoment ,nan,0,0.75,0.95
Sunil Singh,7/22/2019 17:46,🇮🇳 congratulations to all the members of for successfully launching chandrayaan2 indiamissionmoon,"Gopalganj, India",0,0.75,0.95
🇮🇳 Avi Dandiya,7/22/2019 17:45," heard your loud debate on chandrayaan2 you are right nehru should not be given credit,who should we credit for mob lynching",United States,1,0.19285714285714284,0.6678571428571429
gargajit,7/22/2019 17:45,proudindian must congratulate isro for the successful launch of gslvmk3 rocket kick-starting the journey of chandrayaan2 mission. chandrayan2 will be a history for mankind. proudindian must not be proud of modi for passing rtiamendmentbill diluting rtiact.,"Lucknow, India",0,0.775,0.975
P. Patel,7/22/2019 17:45, hearty congratulations on successful launch of chandrayaan-2 to indian scientists india is touching new heights every day in the field of science. chandrayaan2,Hindustan,0,0.4621212121212121,0.6348484848484849
Ethan Shaw,7/22/2019 17:45,i congratulate team on achieving yet another milestone with the launch of chandrayaan2!,"Ahmadabad City, India",0,0.0,0.0
Yashwanth Thammala,7/22/2019 17:45,"the beast is flying! chandrayaan2 is on its way carrying a billion dreams onboard. departure: jul 2, 2019, 2.43 pm ist, from, shriharikota. expected arrival: sep 6, 2019, near south pole,… ","Hyderabad, India",0,0.0,0.4
Pooja Chopra,7/22/2019 17:45,proud moment for india and indians successful launch of mission chandrayaan2 chandrayaan2themoon ,India,1,0.775,0.975
Mudasir Mir,7/22/2019 17:45,and trump changed the breaking news of indian media. kashmir imrankhanvisitsus chandrayaan2,Austria,0,0.0,0.0
Ronny,7/22/2019 17:45,"this time towards the south pole of the moon, an achievement credited only to india💪congratulations to &amp; the team of scientists on the successful launch of chandrayaan2🚀🌕... moment of great pride for the entire nation! jai hind🇮🇳 indiamoonmission ",India,0,0.3875,0.83125
Yogesh Rankawat,7/22/2019 17:45,some countries have moon on their flags 🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷 while some countries having their flags on moon 🇺🇸 🇷🇺 🇮🇳 🇨🇳 chandrayaan2,India,0,0.0,0.0
HMS Invincible,7/22/2019 17:44,india launches second moon mission chandrayaan2,United Kingdom,0,0.0,0.0
Er.Kiran Raj,7/22/2019 17:44,first country to land on south pole of moon 🇮🇳🇮🇳🇮🇳🚀🌕 isro chandrayaan2 jaihind ,chennai,0,0.25,0.3333333333333333
Bajrangi prasad,7/22/2019 17:44,"chandrayaan-2 is india's second lunar exploration mission after chandrayaan-1. developed by the indian space research organisation, the mission was launched from satish dhawan space centre on 22 july 2019 at 2.43 pm chandrayaan2 ",New Delhi,0,0.05,0.15
Biswanath Kar,7/22/2019 17:44,congratulations on the successful launch of chandrayaan2,Kolkata / Bangalore,0,0.75,0.95
Bharat kumar,7/22/2019 17:44,isro isro has yet again accomplished a mammoth feat. salute to the team who have spent countless days ensuring the success of chandrayaan2 ,"Hyderabad, India",0,0.1,0.275
sangeeta mehra,7/22/2019 17:43,congratulations india on becoming the 4th country 2attempt this leap👍😍! channels like n trends like nehruonthemoon cant discount the vision of the man who made ths happen ! so for most indians its goindia! isro chandrayaan2... and for haters...theres this👇😬😂!! ,mumbai india,2,0.83984375,0.675
Pardeep Kumar,7/22/2019 17:43,proud moment for bharat....our country spreading the feathers in universe day by day . chandrayaan2,India,0,0.8,1.0
Demelza_2012,7/23/2019 23:47,"did i see chandrayaan2 pass overhead earlier? 22.51 23/07/2019, hertfordshire, u.k. it was a bright white light travelling fast not as high as did not show up on flightradar24. anyone know if rocket location can be tracked online? not a great photo from ipad! ",nan,1,0.13714285714285715,0.5557142857142857
Sankar 'SN',7/23/2019 23:41,"the indian moon mission is relatively inexpensive in space terms, costing less than $150 million - less than it cost to make “interstellar.” nytimes chandrayaan2 abilliondreams ",New York/London,0,-0.1111111111111111,0.044444444444444446
kannappan,7/23/2019 23:33,india's latest moon mission 🇮🇳 chandrayaan2,London,0,0.5,0.9
Takeda Shingen  武田 信玄 தாக்கேடா ஷிங்கன் 🇺🇸,7/23/2019 23:26,"while i congratulate isro ‘s chandrayaan2 feat, hindustan should know that the lunar mission was not made possible by the vedas, gayatrimantra, lordram or a flying monkey. it was made possible by newton’s gravity, goddard’s rockets and tsailkovsky’s audacity. be humble!","Washington, DC",2,-0.075,0.6
Shantalaw,7/23/2019 23:21,inspired by chandrayaan2 my sonshine exploring the solar system 🙏🇮🇳🙏💞💕🧡💜💙💚 thanks to for the inspiration! last few tweets of saish under the eyfs banner 😊 ,UK,0,0.016666666666666663,0.12222222222222223
Tasnim Khan,7/23/2019 23:21,so proud of on their mission. hope this paves way for important discoveries and more future endeavors... chandrayaan2 chandrayan2 isromissions,"Dallas, USA",0,0.42500000000000004,0.65625
Promotions Simplified,7/23/2019 23:17,the last to last post by on and chandrayaan2 also showed how brands leveraged this very special event for their promotions.,"Ahmedabad City, India",0,0.15476190476190477,0.2920634920634921
Sruthi Darbhamulla,7/23/2019 23:10,one compliment for two compliments for itself. shares glory like siblings share cake🙄 indiamoonmission chandrayaan2 genuineaffection (or maybe they're being sincere 🤔) ,nan,0,0.5,0.5
sarojlenka,7/23/2019 23:08,congratulations for chandrayaan2 milestone ,"New Jersey, USA",0,0.0,0.0
Vinay Unnikrishnan,7/23/2019 23:05,"let’s proudly celebrate the success of m vanitha and ritu karidhal, together with their team of women and men who made the chandrayaan2 🇮🇳 mission a success! kudos to the higher ups who believed in their abilities! inspiration womenpower womenempowerment justthetip ","Sydney, New South Wales",0,0.446875,0.375
Hyderabad Times,7/23/2019 23:00,. use prabhas' baahubali2 pic to congratulate for chandrayaan2 ,Hyderabad,0,0.0,0.0
mukesh vig,7/23/2019 22:56,jai hind 🇮🇳 ~ wednesdaymotivation chandrayaan2 isromission ,nan,0,0.0,0.0
Vishal Babu,7/23/2019 22:38,chandrayaan2 any pictures from moon yet?. looking forward to see it ..,nan,0,0.0,0.0
S.R.Mohan,7/23/2019 22:35,it took 36hrs to settle the excitement can't express the proud feeling being an indian 🇮🇳 chandrayaan2 isro 🙏,Bahrain,0,0.8,1.0
Sujeet Kumar,7/23/2019 22:33, there is much more pleasure to know that not only man but also women scientist as well chandrayaan2 mvanitha ritukaridhal lunar isro,nan,0,0.25,0.75
Sundar Raman,7/23/2019 22:30,thrilled to see chandrayaan2 mission in its journey!! chandrayaan2,nan,0,0.9375,0.7
Financial Express,7/23/2019 22:30,chandrayaan2 | godrej announced that they had a very important role to play in isro's mission to moon. here are the details about godrej's role in the moonmission ,"New Delhi, India",0,0.52,1.0
Kahef Khan,7/23/2019 22:22,chaand taare todh laoon. saari duniya par main chhaoon! to do that requires hours &amp; hours of painstaking work &amp; integrity &amp; belief. congratulations to the team at isro for chandrayaan2,"Mumbai, India",0,0.20833333333333331,0.3333333333333333
aK,7/23/2019 22:08,"if it were up to my manager, there would be a chandrayaan v1.743 with a hot fix followed by a force upgrade. - an it guy chandrayaan2 agile","Columbus, OH",0,0.375,0.8
Jeep Lucknow Classic cars,7/23/2019 21:58,here’s to those fuelled by the spirit of going anywhere and doing anything. chandrayaan2 isro jeeplife oiiiiiiio ,"Lucknow, India",0,0.0,0.0
TECHCENTRICA,7/23/2019 21:54,congratulation team isro for. making india proud again 👍 isro chandrayaan2 indiamoonmission jaihind 🇮🇳🇮🇳🇮🇳 ,Noida | Melbourne,0,0.8,1.0
Rizwan ali,7/23/2019 21:54,many congratulations team isro for the successful launch of chandrayaan2 hope to find some space for billions of poor people and many who get killed on footpaths without toilets they don’t deserve to be lived.bangla modigovernment,nan,0,0.23000000000000004,0.51
Sanyog Kesar / سنیوگ کیسر / संयोग केसर,7/23/2019 21:38,ram mandir or indian on moon ? chandrayaan2,"Lawrence, KS",0,0.0,0.0
Er Shubham Gautam,7/23/2019 21:34,i congratulate team on achieving yet another milestone with the launch of chandrayaan2! hope this paves the way for many more ambitious and successful missions in the future. jai hind 🇮🇳! ,Shamli,0,0.4,0.5650000000000001
|| ನಾಯಿಗುತ್ತಿ ||,7/23/2019 21:29, absolutely ! chandrayaan2 or missionmangal hindi's have the knack of appropriating it as their own achievement - in the guise of nationalism. ಸಿರಿಗನ್ನಡಂ ಗೆಲ್ಗೆ ! joy bangla ! p.s. :: bimaru loving bollywood spare us this ubearable tackiness ! arrgh ! usdr usdrmemes ,USDR,4,0.734375,0.7625
Swarm Technologies,7/23/2019 21:26,congratulations to on the successful launch! it’s great to see more and more space agencies and countries getting to the moon! 🚀 chandrayaan2 ,"Palo Alto, CA",1,0.715625,0.675
Our Wide Sky,7/23/2019 21:22,"chandrayaan-2 is up, up and away chandrayaan2",nan,0,0.0,0.0
lumos,7/23/2019 21:17, proud to say that indiamoonmission chandrayaan2 is a huge success and india being the first country to do such a big thing 👍🏻👍🏻,nan,0,0.2916666666666667,0.47222222222222227
SadiaSattar,7/23/2019 21:17,another lynching in lynchistan india gone unchecked; meanwhile bharatforbhajji is trending in feku's world for an idiotic instigating tweet.... and they are on chandrayaan2 what an irony ,"Islamabad, Pakistan",7,-0.6666666666666666,0.8333333333333334
Gautam Aggarwal,7/23/2019 21:13,thanks to india has jawaharpoint on moon near the shakleton crater where the lander of chandrayaan1 crash landed in 2008 showing that they can't think beyond family chandrayaan2 ,"New Delhi, India",0,0.15000000000000002,0.30000000000000004
🇮🇳🇮🇳 SONU 🇮🇳🇮🇳,7/23/2019 21:12,india has reached on moon chandrayaan and pakistan is still trying to enter india. world is tweeting ● chandrayaan2 ●chandrayaan2themoon ●indiamoonmission ●isromissions ●isro pakistan is tweeting ●isupporthafizsaeed 😂,"Patna, India",0,0.0,0.0
maulikdesigns,7/23/2019 21:10,congratulations our scientists at for the successful launch of chandrayaan2 and setting yet another benchmark in the field of space technology. a grateful nation is proud of them 🇮🇳 🚀 isro chandrayaan2 ,nan,0,0.775,0.975
Dilwar Barbhuiya,7/23/2019 20:59,"congratulate for the successful launch of chandrayaan-2, really feel proud as an indian! isro chandrayaan2 ","Hailakandi(Assam),India",0,0.65,0.7166666666666667
SadiaSattar,7/23/2019 20:55, watch and have some shame if you can... disgusting chandrayaan2 ,"Islamabad, Pakistan",0,-1.0,1.0
ZAFFY SAYED,7/23/2019 20:54,"after chdrayaan 2, . daughter:- daddy, i will become a astronaut in future.. 😇 . father(felling proud):- bohat acche beta ,bas 8 baje tak ghar wapas aajana warna mummy bohat dategi..!! 😂😂 chandrayaan2","Chembur, Mumbai",0,0.5,0.5625
Harpreet Singh,7/23/2019 20:51,chandrayaan2 so proud 😍,nan,0,0.8,1.0
DeJavu,7/23/2019 20:46,proud to be 🇮🇳 chandrayaan2 ,India,0,0.8,1.0
Visakh Vimala,7/23/2019 20:43,"congratulations team for successful launch of chandrayaan2. it is another feather on head of india in the space &amp; technology &amp; will be duly recognised by achieving its target on 7th september 2019. congrats to all our scientists, isro our pride. ",India,0,0.75,0.95
Holy 🐄,7/23/2019 20:41, one can make the conclusion that the standard of science and technology is superior in one country. chandrayaan2,India,0,0.35,0.45
Rida.,7/23/2019 20:34,i wanted chandrayaan2 to take my best friend to moon forever. khair. -_-,nan,0,1.0,0.3
Shirin Ain,7/23/2019 20:30,a proud moment for every indian 🇮🇳 congratulations team for successfully launching chandrayaan2,"Murad Nagar, Hyderabad",0,0.775,0.975
Jasmine Kochar,7/23/2019 20:30,"they show us shimmering stars, slyly take the land beneath our feet. we know who they are, our silence will be our defeat. chandrayaan2 rtiamendmentbill rtiamendmentbill2019",new delhi,0,0.0,0.0
Lady Gagu,7/23/2019 20:29,initial images coming through from chandrayaan 2!!😂😂😂 chandrayaan2 ,Sunny Singapore,0,0.0,0.0
Last_GhostRecon,7/23/2019 20:25,epic 1v4 clutchi put the ghost in ghost war ghostrecon  ghostreconwildlands ghostwar pro proplayer imthebest follow ghostreconstreamer stream chandrayaan2 loveforhyojin gaming bb21 epic clutch dobrikday 9yearofonedirection heatwave ,nan,7,0.1,0.4
SadiaSattar,7/23/2019 20:22,pathetic.... no chandrayaan2 or moonmission2 can change this extremism in india.... sickness of rss beyond cure ,"Islamabad, Pakistan",13,-1.0,1.0
United Memes of India,7/23/2019 20:17,statue of unity : ₹3000 crore. chandrayan-2 : ₹1000 crore. art pays you three times more than science. hence proved. 🤓 chandrayaan2 nasa science narendramodi,India,0,0.5,0.5
Chowkidar DT (ଦତ୍ତାତ୍ରେୟ ତ୍ରିବିକ୍ରମ୍ ଦାଶ),7/23/2019 20:16,"hei u really need to come out of imperial hangover, but when did thieves do introspect..... btw i never saw british name in moon club !! oh u don't have the economy to achieve so. like i said thieves never prosper. knowyourlegacy chandrayaan2","Katak, Kalinga, Bharata",0,0.1,0.1
Amit Gahlyan,7/23/2019 20:14, sir congratulations for this but you can do atleast one tweet on chandrayaan2 success.,nan,0,0.3,0.0
Srinivasan Bala,7/23/2019 20:09," after chandrayaan2 , this one also successfully completed. congratulations 😋",India (Pune),0,0.75,0.95
Priya,7/23/2019 20:05,i m still in hangover of chandrayaan2 n how abt u :) check out tweet: ,Mumbaaaaiiiiiii   ,0,0.5,1.0
AV,7/23/2019 20:03," he actually hooked out with chandrayaan2 meeting with aliens who might understand him more and better.....don't worry, he still supervisor of through jadu jadu jadu....koi mill gaya",New Delhi,0,0.25,0.3
Smridhi Sharma,7/23/2019 19:55,congratulations isro 🇮🇳 next stop- moon🌙 chandrayaan2 gslvmkiii ,nan,0,0.0,0.0
Bisworanjan Nayak,7/23/2019 19:54,brn-100 meet the man behind india’s 2nd moon mission chandrayaan2 scientist dr k sivan chairman of indian space research organisation(isro) i congratulate our scientists at for the successful launch of chandrayaan2 jaihind withlotoflovebrn😍😍🙏🙏🙏 ,India,0,0.11666666666666665,0.5499999999999999
Haikal Mansor,7/23/2019 19:54,"the irony of india foresightfulness yesterday, india launched $140 million-dollar moonmission chandrayaan2 to find water and measure moonquakes and temperature of the moon. while... about 100 millions ""across india are on the front lines of a national water crisis"". ",Ireland,1,0.0,0.0
ETimes,7/23/2019 19:54,assampolice uses baahubali poster to commemorate the launch of chandrayaan2 ,nan,1,0.0,0.0
Jitendra Tawde,7/23/2019 19:47,"do you want some liquid nitrogen to cool down your a**, we have some which got remaining from our rocket 🚀 chandrayaan2 moonmission2 isro",nan,0,0.0972222222222222,0.46944444444444444
Manoj,7/23/2019 19:42,is that the chandrayaan2 rocket that india sent to the moon ? 🤔 ,nan,0,0.0,0.0
Samriddhi Raut,7/23/2019 19:38,"another milestone! proud to view this mind-blowing achievement by the spectacular isroteam indeed an inspiration for many about perseverance, dedication and commitment. it was really a proudmoment. go chandrayaan2 🌕 ",New Delhi ,0,0.525,0.65
Tirth Bhagat,7/23/2019 19:36,some countries have moon on their flag 🇦🇿🇨🇨🇩🇿🇰🇲🇱🇾🇲🇷🇲🇻🇵🇰🇹🇲🇹🇷 while some countries have their flag on moon 🇺🇲🇷🇺🇮🇳🇨🇳 chandrayaan2 indiamoonmission proudmoment,"Nadiad, India",0,0.0,0.0
Pavi Nallamothu,7/23/2019 19:31,what a proud moment!😊 chandrayaan2 ,"San Francisco, CA",0,0.8,1.0
Dr.mogili deva,7/23/2019 19:31,isro created a history 👏🏻👏🏻👏🏻congratulations on the successful launch of chandrayaan2... jai hind 🇮🇳 :- mogilideva ,"Hyderabad, India",0,0.75,0.95
محـمــد الاسمـري,7/23/2019 19:30,isro chandrayaan2 we are still in saudi arabia discussing whether the earth is spherical or flat ..,nan,0,-0.025,0.125
Chetan Chhawchharia,7/23/2019 19:28,some countries have moon on their flags~ 🇵🇰🇹🇷🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷🇨🇨🇪🇭🇰🇲🇸🇬🇹🇲🇺🇿 while some countries have their flags on moon~ 🇺🇸 🇷🇺 🇮🇳 🇨🇳 (copied) chandrayaan2 isro isromissions moonmission2 indiamoonmission flags india proudtobeindian makeinindia technologythatcares,"Kolkata, India",0,0.0,0.0
Santhosh John /Chief,7/23/2019 19:28,"would congratulate n' thank with pride, all those scientists, engineers, mechanics n' staff of who were behind this yet another mission milestone of india. hail india! jai bharat!! chandrayaan2 indiamoonmission isro 👏🏻👏🏻👏🏻 ✌🏻✌🏻✌🏻 💐💐💐 ",Goa | Thiruv'puram | Ernakulam,0,-0.78125,0.7
Everard de Ros,7/23/2019 19:28,launch of chandrayaan2 and indiamoonmission.the u.k. will give £98m in aid to india over the next 18 months. is it right the uk tax payers provide aid to india while their government spend millions on a space programme? ,Yorkshire England,0,0.14285714285714285,0.26785714285714285
Indian!,7/23/2019 19:26,different priorities! chandrayaan2 ,nan,0,0.0,0.6
Kumar Gautam,7/23/2019 19:25,i congratulate team on achieving yet another milestone with the launch of chandrayaan2! hope this paves the way for many more ambitious and successful missions in the future. jai hind 🇮🇳! ,Hyderabad,0,0.4,0.5650000000000001
Atisaya Jain 🇮🇳,7/23/2019 19:25,"right after chandrayaan2 takes off from sriharikota, we have had some blastoff moment of our own. the devfest19 app from gdg kolkata is 3 on trending. kudos guys 🔥 find the app here : (link: devfestkol androiddev flutter","Kolkata, India",1,0.04523809523809522,0.8452380952380952
Bikranta Behera,7/23/2019 19:25,we have done it!! chandrayaan2 is settled in the orbit. congratulations to isro,"Mumbai, India",0,0.0,0.0
Manu Kurosaki,7/23/2019 19:23,biggest achievement. more to come. go india! chandrayaan2,Hindustan Meri Shaan,0,0.625,0.5
Amit Israni,7/23/2019 19:21,"what a trailer.. and what a timing - chandrayaan2 😋 am great fan of superbly talented but probably wouldn’t have written this, until heard of 104.8 red fm calling him achche kumar 🤟 missionmangaltrailer ","New Delhi, India",0,0.5,0.5499999999999999
Sanchari Roy,7/23/2019 19:19,congratulations to the team isroteam indiamoonmission chandrayaan2 india ,nan,0,0.0,0.0
Ramprasad,7/23/2019 19:18, congratulations isro for such great achievement chandrayaan chandrayan2 chandrayaan2 gslvmkiii isro honer honerhomes,"Hyderabad, India",0,0.4,0.625
Prabhudayal loyal,7/23/2019 19:18,statue of unity 😉 chandrayaan2 ,"Nagaur, India",1,0.0,0.0
Avinash Singh,7/23/2019 19:16,"i think, india🇮🇳 is no more the country of snake charmers only. world has started recognizing our knowledge and wisdom. thanks for your hard work and consistency. chandrayaan2 ","New Delhi,",1,-0.08541666666666667,0.5604166666666667
Zen Yinger,7/23/2019 19:16,how to watch india's chandrayaan2 lunar mission launch live space india moonshot ,"Chapel hill, NC",0,0.13636363636363635,0.5
MD. Tareq Hossain,7/23/2019 19:15,"are you looking for fast typing from handwritten, scanned, pdf and image documents, pdf to word or data entry experts? please contrct: notmypm naacpconvention pmikjalsainusa dobrikday tumsordare pokémon chandrayaan2 maga vmas garyveecoffee",nan,0,0.2,0.6
Amit,7/23/2019 19:15,rocketwomenofindia 30 per cent of the team working for chandrayaan 2 are women including mission and project directors !! chandrayaan2,nan,0,0.0,0.0
Hindustan Times,7/23/2019 19:15,interested in aerospace engineering? hrd’s swayam to offer online course chandrayaan2 ,India,6,0.25,0.5
Sai krishna p,7/23/2019 19:14,after the worldcup semifinal in india🇮🇳 himadas - 5 gold medals (20days) duteechand -gold - universiade 2019 (naples) chandrayaan2 - billion dreams viratkohli - no. 1 in test ranking,nan,0,0.0,0.0
Abhay Jaiswal,7/23/2019 19:14,congratulations to isro scientists on flawless launching of chandrayaan2 from sriharikota team isro scripted a new chapter in india’s space history with the launch of this ambitious and indigenous mission to moon. the nation is extremely proud of its scientists and team isro. ,"Mehnagar, India",0,0.5465909090909091,0.8011363636363636
aQeel,7/23/2019 19:12,proud indian 🇮🇳 😍 . proudindian moon isro chandrayaan chandrayaan2 missionmoon2 avengersengame space # ,nan,0,0.8,1.0
Addu -X- Files,7/23/2019 19:12,salute isro 🙏 congratulations all jai hind 🇮🇳❤️ chandrayaan2. this is a new chapter in india’s space history. ,nan,0,0.13636363636363635,0.45454545454545453
Rachel Holmes,7/23/2019 19:12,"right after chandrayaan2 takes off from sriharikota, we have had some blastoff moment of our own. the devfest19 app is 3 on trending. kudos guys 🔥 find the app here : (link: devfestkol androiddev flutter ",Kolkata,2,0.04523809523809522,0.8452380952380952
Washington Sundar,7/23/2019 19:10,congratulations on the giant leap! you keep inspiring and making us proud time and again! 🇮🇳🇮🇳chandrayaan2 🚀 ,"Chennai, India ",15,0.5,1.0
Shruti Kuber,7/23/2019 19:08,an amazing insight into the gravitas of chandrayaan2 by former isro spaceengineer and a very passionate and knowledgeable person ,"Berlin, Germany",0,0.17833333333333337,0.6333333333333333
Shubham Agarwal,7/23/2019 19:07,chandrayaan2 trajectory ,USA / India,0,0.0,0.0
Joyanta Karmoker(জয়ন্ত কর্মকার),7/23/2019 19:06,isro created a history 👏🏻👏🏻👏🏻congratulations on the successful launch of chandrayaan2... jai hind 🇮🇳 ,"Dhaka, Bangladesh",1,0.75,0.95
Sai krishna p,7/23/2019 19:06,"yeah 😄 ! not only cricket in india every ""bit &amp; piece"" is famous &amp; pride naples universiade2019 chandrayaan2 goldengirl icctestrankings",nan,0,0.25,1.0
Ravi Chavali,7/23/2019 19:04,"isro is one of the top organizations in india with the kind of resources they have, what they have managed to achieve is simply exemplary something noteworthy is isro doesn’t entertain reservations and considers only and only merit the chandrayaan2 mission is fully led by women",Chennai,0,0.22000000000000003,0.7514285714285714
EGU,7/23/2019 19:01,"india’s first lunar lander is on its way to the moon, reports. chandrayaan2 mission’s rover will explore closer to the moon’s south pole than any other rover. ","Munich, Germany",6,0.0625,0.35416666666666663
SNSMT,7/23/2019 19:00," madam, let's not forget about the third leading lady dr. (smt.) shyama narendranath (operations scientist) who also played a very important role in the success of chandrayaan2 team snsmt","Odisha, India",2,0.2733333333333334,0.3333333333333333
Times of India,7/23/2019 19:00,chandrayaan2 isro isromissions indiamoonmission how isro toiled for years to develop cryo engine to power 'bahubali' read: ,New Delhi,10,0.0,0.0
Vishal Raj Sehijpal,7/23/2019 18:58,congratulations fingers crossed 🤞 for the next 46 days.... chandrayaan2 ,I am omnipresent. ,0,0.0,0.0
GDG Kolkata,7/23/2019 18:57,"right after chandrayaan2 takes off from sriharikota, we have had some blastoff moment of our own. the devfest19 app from gdg kolkata is 3 on trending. kudos guys 🔥 find the app here : devfestkol androiddev flutter ","Kolkata, India",21,0.44285714285714284,0.7678571428571428
Anushka Sharma,7/23/2019 18:57, if lunar landing of apollo 11 was hailed as 'giant leap for mankind' the launch of chandrayaan2 will be remembered as a 'giant leap for womankind.' congrats to the team led by space scientists m.vanitha &amp; ritu karidhal for india's leap to the lunar south pole. ,"London, England",0,0.0,1.0
Chirag Pawar,7/23/2019 18:56,"every time india achieves something unprecedented, *bbc reporters : 😂😂 chandrayaan2 🇮🇳 ",nan,0,0.6,0.9
Ladi Dairo,7/23/2019 18:56,historic indian moon mission underway after successful launch of chandrayaan2 lander and rover ,"England, United Kingdom",0,0.375,0.475
Scott Tilley,7/23/2019 18:54," provided some very nice tabular doppler data of chandrayaan2 to complement my data. the two data sets converge on 2019-042b, 44442 as best fit. edgar's data also revealed a &lt;10sec glitch in signal, similar to what i noted earlier. ","Roberts Creek, BC",0,0.43600000000000005,0.52
Raj Agrawal,7/23/2019 18:52,feeling very proud to read indian accomplishments in western media. congratulations to chandrayaan2 ,nan,0,0.5,0.5
Jitendra Tawde,7/23/2019 18:50, saw your discussion on chandrayaan2,nan,0,0.0,0.0
Ajay Singh(अजय सिंह),7/23/2019 18:47,chandrayaan 2 in the orbit! congratulations team isro another feather in our cap! isro chandrayaan2 gslvmkiii ajaysingh ,  भारत ,0,0.0,0.0
Akaash🇮🇳,7/23/2019 18:46, why tag who gifted such a fabulous gift as chandrayaan2 to india with your out of context gyaan 😎😊,Mumbai Delhi,0,0.3,0.8333333333333334
Nicola Facciolini,7/23/2019 18:45,congratulating our euroasian heroes from isro on the chandrayaan2 launch! it’s the world’s first mission to the moon’s south polar region where no one has been before! gsmlvmkiii isro india. know more about chandrayaan2 in an upcoming natgeostarstruck special. ,L'Aquila,1,0.2507440476190476,0.41369047619047616
Vineel Reddy Pindi,7/23/2019 18:45,sonic boom of chandrayaan2 during the lift-off. congratulations on the succesful launch! sonicboom mark3 gslvmk3 mk3 mkiii lunarmission ,"Hyderabd,INDIA.",0,0.0,0.0
Sambit Praharaj,7/23/2019 18:45,india's indigenous space mission to the south pole of moon is led by two women scientists. what an inspiration and example for the rest of the world! isro chandrayaan2 indiaonthemoon india ,The Netherlands,0,0.0,0.0
Pravin gupta,7/23/2019 18:44,"milestone missions finalised by are highly praiseworthy. another giant leap, not only for india but also for all the human beings. love you and never stop exploring. chandrayaan2",Delhi,0,0.132,0.648
चौधरी साब,7/23/2019 18:43,one of best ~ chandrayaan2 isromissions ,"New Delhi, India",0,1.0,0.3
Somnath Chatterjee,7/23/2019 18:43,"indian at heart, indian in spirit! what would make every indian overjoyed is the fact that chandrayaan2 is a fully indigenous mission. ","Kolkata, India",0,0.0,0.0
